sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:03.687802+00:00,,,,,79.48,20.29
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:07.516879+00:00,-21.95,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:07.519032+00:00,-19.71,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:07.519668+00:00,,94.84,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:07.525132+00:00,,93.66,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:07.525749+00:00,,,6.11,,,9.17
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:07.526341+00:00,,,6.01,,,9.02
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:07.526869+00:00,,,,0,,16.26
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:07.530921+00:00,,,,0,,14.39
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:07.532580+00:00,,,,,5.76,176.39
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:07.533618+00:00,,,,,53.94,14.91
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:13.688488+00:00,-21.01,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:13.688872+00:00,-21.49,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:13.689275+00:00,,93.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:13.689746+00:00,,93.26,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:13.690116+00:00,,,5.99,,,8.98
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:13.690478+00:00,,,2.51,,,3.76
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:13.690884+00:00,,,,0,,6.83
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:13.691214+00:00,,,,0,,19.58
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:13.691823+00:00,,,,,66.95,12.62
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:13.692065+00:00,,,,,11.59,189.25
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:17.539199+00:00,-20.69,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:17.539459+00:00,-18.82,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:17.539701+00:00,,94.17,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:17.539927+00:00,,92.7,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:17.540059+00:00,,,7.51,,,11.27
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:17.540232+00:00,,,2.57,,,3.85
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:17.540406+00:00,,,,0,,8.95
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:17.544897+00:00,,,,0,,10.2
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:17.549667+00:00,,,,,55.0,21.41
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:17.550165+00:00,,,,,71.19,28.07
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:23.692973+00:00,-19.8,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:23.693190+00:00,-19.21,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:23.693370+00:00,,90.5,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:23.693551+00:00,,88.05,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:23.694362+00:00,,,5.92,,,8.88
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:23.694617+00:00,,,6.98,,,10.47
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:23.694885+00:00,,,,0,,10.25
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:23.695021+00:00,,,,0,,5.66
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:23.695189+00:00,,,,,73.7,21.39
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:23.695366+00:00,,,,,52.67,13.4
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:27.551650+00:00,-20.84,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:27.552281+00:00,-19.88,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:27.552783+00:00,,91.3,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:27.553227+00:00,,85.27,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:27.553640+00:00,,,8.29,,,12.43
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:27.553975+00:00,,,0.56,,,0.84
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:27.555478+00:00,,,,0,,6.62
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:27.556371+00:00,,,,0,,9.74
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:27.557148+00:00,,,,,66.26,14.17
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:27.557893+00:00,,,,,65.18,29.07
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:33.695778+00:00,-18.85,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:33.696191+00:00,-20.88,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:33.696697+00:00,,87.38,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:33.697586+00:00,,91.69,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:33.698229+00:00,,,8.1,,,12.15
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:33.698720+00:00,,,5.51,,,8.27
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:33.699245+00:00,,,,0,,17.33
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:33.699540+00:00,,,,1,,185.82
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:33.699854+00:00,,,,,13.96,186.45
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:33.700145+00:00,,,,,73.78,17.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:37.559393+00:00,-19.96,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:37.560247+00:00,-20.43,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:37.562074+00:00,,92.14,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:37.563685+00:00,,85.21,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:37.569031+00:00,,,8.99,,,13.48
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:37.570118+00:00,,,8.59,,,12.88
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:37.571049+00:00,,,,0,,9.81
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:37.572990+00:00,,,,0,,6.01
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:37.579365+00:00,,,,,71.7,16.23
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:37.580691+00:00,,,,,53.17,15.98
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:43.700787+00:00,-21.62,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:43.701220+00:00,-21.19,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:43.701555+00:00,,90.97,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:43.701849+00:00,,91.18,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:43.702138+00:00,,,6.59,,,9.88
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:43.702364+00:00,,,3.89,,,5.83
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:43.702684+00:00,,,,1,,186.39
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:43.703151+00:00,,,,0,,14.8
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:43.703464+00:00,,,,,58.34,23.9
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:43.703792+00:00,,,,,5.18,176.73
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:47.583740+00:00,-20.47,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:47.584500+00:00,-18.72,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:47.585034+00:00,,89.79,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:47.585395+00:00,,86.16,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:47.585798+00:00,,,4.24,,,6.36
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:47.586160+00:00,,,2.44,,,3.66
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:47.586466+00:00,,,,0,,18.56
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:47.586876+00:00,,,,0,,19.18
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:47.587233+00:00,,,,,56.72,18.92
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:47.587789+00:00,,,,,10.44,168.65
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:53.704920+00:00,-19.73,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:53.705344+00:00,-19.46,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:53.705739+00:00,,87.33,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:53.706214+00:00,,85.6,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:53.706472+00:00,,,8.71,,,13.07
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:53.706787+00:00,,,4.4,,,6.6
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:53.707051+00:00,,,,0,,13.55
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:53.707316+00:00,,,,0,,19.05
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:53.707562+00:00,,,,,58.09,11.47
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:53.708065+00:00,,,,,59.19,18.31
TEMP-A1,Cold Room A,suhu,2026-05-07T08:44:57.590631+00:00,-6.81,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:44:57.593243+00:00,-21.03,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:44:57.594031+00:00,,90.47,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:44:57.598240+00:00,,86.79,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:44:57.600054+00:00,,,5.22,,,7.83
NH3-B1,Cold Room B,amonia,2026-05-07T08:44:57.600717+00:00,,,3.17,,,4.75
DOOR-A1,Cold Room A,pintu,2026-05-07T08:44:57.606677+00:00,,,,0,,5.54
DOOR-B1,Cold Room B,pintu,2026-05-07T08:44:57.607903+00:00,,,,0,,5.22
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:44:57.614212+00:00,,,,,61.47,28.78
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:44:57.615366+00:00,,,,,72.05,27.71
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:03.708737+00:00,-18.28,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:03.709193+00:00,-21.45,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:03.709593+00:00,,92.11,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:03.709979+00:00,,87.12,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:03.710470+00:00,,,1.19,,,1.78
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:03.710777+00:00,,,3.32,,,4.98
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:03.711036+00:00,,,,0,,13.9
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:03.711357+00:00,,,,0,,6.17
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:03.711923+00:00,,,,,53.09,23.97
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:03.712396+00:00,,,,,52.73,21.4
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:07.618839+00:00,-18.15,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:07.619201+00:00,-18.59,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:07.619666+00:00,,94.47,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:07.620014+00:00,,94.49,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:07.620734+00:00,,,3.96,,,5.94
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:07.621556+00:00,,,4.4,,,6.6
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:07.622127+00:00,,,,0,,12.63
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:07.622623+00:00,,,,0,,19.5
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:07.623460+00:00,,,,,68.72,27.38
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:07.624679+00:00,,,,,72.68,21.63
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:13.713555+00:00,-7.8,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:13.713967+00:00,-18.96,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:13.714344+00:00,,50.14,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:13.714651+00:00,,92.15,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:13.714947+00:00,,,7.06,,,10.59
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:13.715252+00:00,,,2.74,,,4.11
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:13.716123+00:00,,,,0,,8.24
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:13.716705+00:00,,,,0,,19.17
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:13.717042+00:00,,,,,52.07,27.0
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:13.717328+00:00,,,,,60.19,20.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:17.626244+00:00,-18.55,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:17.627059+00:00,-18.44,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:17.627547+00:00,,85.31,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:17.628407+00:00,,85.98,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:17.628877+00:00,,,7.12,,,10.68
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:17.629621+00:00,,,29.74,,,178.44
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:17.630413+00:00,,,,0,,19.16
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:17.631065+00:00,,,,0,,13.18
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:17.631459+00:00,,,,,61.38,21.04
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:17.631793+00:00,,,,,50.3,12.76
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:23.718734+00:00,-6.24,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:23.719741+00:00,-20.13,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:23.720317+00:00,,93.82,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:23.720974+00:00,,94.62,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:23.721278+00:00,,,5.55,,,8.32
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:23.721554+00:00,,,2.07,,,3.1
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:23.721859+00:00,,,,0,,19.44
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:23.722115+00:00,,,,0,,12.47
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:23.722500+00:00,,,,,51.03,19.64
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:23.722850+00:00,,,,,62.44,19.33
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:27.639396+00:00,-18.01,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:27.640659+00:00,-18.69,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:27.647005+00:00,,90.11,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:27.648071+00:00,,91.75,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:27.652896+00:00,,,6.63,,,9.95
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:27.654562+00:00,,,7.85,,,11.77
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:27.656254+00:00,,,,0,,5.95
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:27.656523+00:00,,,,0,,9.95
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:27.659779+00:00,,,,,68.56,13.9
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:27.660599+00:00,,,,,68.29,22.04
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:33.723784+00:00,-19.91,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:33.724216+00:00,-18.39,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:33.724770+00:00,,90.19,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:33.725631+00:00,,88.44,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:33.726241+00:00,,,7.55,,,11.32
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:33.727483+00:00,,,0.61,,,0.92
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:33.728086+00:00,,,,0,,12.2
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:33.728904+00:00,,,,0,,6.79
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:33.729609+00:00,,,,,79.08,10.71
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:33.730149+00:00,,,,,50.13,18.98
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:37.663401+00:00,-21.08,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:37.666638+00:00,-20.16,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:37.668406+00:00,,92.86,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:37.669687+00:00,,89.99,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:37.671470+00:00,,,5.17,,,7.75
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:37.672015+00:00,,,5.14,,,7.71
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:37.672615+00:00,,,,0,,14.73
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:37.673924+00:00,,,,0,,7.9
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:37.679162+00:00,,,,,73.76,20.01
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:37.679816+00:00,,,,,65.17,23.37
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:43.731489+00:00,-21.09,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:43.731884+00:00,-18.17,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:43.732221+00:00,,91.43,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:43.732726+00:00,,88.58,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:43.733089+00:00,,,1.3,,,1.95
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:43.733342+00:00,,,2.01,,,3.01
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:43.733657+00:00,,,,0,,7.23
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:43.733916+00:00,,,,0,,15.74
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:43.734186+00:00,,,,,74.17,16.68
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:43.734435+00:00,,,,,65.5,24.78
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:47.680939+00:00,-20.0,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:47.682243+00:00,-20.43,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:47.682909+00:00,,89.73,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:47.683363+00:00,,94.73,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:47.683973+00:00,,,3.99,,,5.99
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:47.688799+00:00,,,3.34,,,5.01
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:47.692053+00:00,,,,0,,19.82
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:47.694529+00:00,,,,0,,5.3
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:47.697564+00:00,,,,,57.22,23.92
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:47.699705+00:00,,,,,56.84,10.79
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:53.735194+00:00,-21.91,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:53.735532+00:00,-21.86,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:53.736024+00:00,,88.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:53.736333+00:00,,85.3,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:53.736587+00:00,,,7.44,,,11.16
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:53.736938+00:00,,,7.52,,,11.28
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:53.737379+00:00,,,,0,,8.65
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:53.737716+00:00,,,,0,,15.95
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:53.738038+00:00,,,,,71.71,24.85
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:53.738370+00:00,,,,,11.69,165.18
TEMP-A1,Cold Room A,suhu,2026-05-07T08:45:57.700890+00:00,-18.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:45:57.701282+00:00,-20.19,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:45:57.701501+00:00,,90.26,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:45:57.701677+00:00,,88.33,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:45:57.701877+00:00,,,2.98,,,4.47
NH3-B1,Cold Room B,amonia,2026-05-07T08:45:57.702060+00:00,,,4.85,,,7.27
DOOR-A1,Cold Room A,pintu,2026-05-07T08:45:57.702263+00:00,,,,1,,182.69
DOOR-B1,Cold Room B,pintu,2026-05-07T08:45:57.702459+00:00,,,,0,,17.92
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:45:57.702837+00:00,,,,,74.38,29.72
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:45:57.703247+00:00,,,,,59.94,13.79
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:03.739330+00:00,-21.81,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:03.739728+00:00,-20.3,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:03.740131+00:00,,86.67,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:03.740605+00:00,,92.69,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:03.741080+00:00,,,9.06,,,13.59
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:03.741490+00:00,,,9.42,,,14.13
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:03.742189+00:00,,,,0,,12.8
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:03.742701+00:00,,,,1,,160.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:03.743053+00:00,,,,,73.46,12.82
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:03.743439+00:00,,,,,51.28,14.85
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:07.708530+00:00,-21.37,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:07.709813+00:00,-21.15,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:07.722025+00:00,,86.96,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:07.723405+00:00,,93.4,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:07.724535+00:00,,,1.28,,,1.92
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:07.729184+00:00,,,4.32,,,6.48
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:07.731235+00:00,,,,0,,19.17
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:07.737011+00:00,,,,0,,15.67
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:07.737939+00:00,,,,,73.17,23.48
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:07.743512+00:00,,,,,67.17,26.66
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:13.744078+00:00,-21.66,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:13.744401+00:00,-18.89,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:13.744743+00:00,,87.33,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:13.745035+00:00,,92.88,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:13.745336+00:00,,,6.44,,,9.66
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:13.745613+00:00,,,7.36,,,11.04
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:13.745930+00:00,,,,0,,18.58
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:13.746273+00:00,,,,0,,11.22
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:13.746586+00:00,,,,,55.16,21.82
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:13.746816+00:00,,,,,55.09,18.41
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:17.751464+00:00,-18.73,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:17.753696+00:00,-21.19,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:17.754767+00:00,,92.54,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:17.757778+00:00,,88.35,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:17.758917+00:00,,,2.13,,,3.19
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:17.764654+00:00,,,2.56,,,3.84
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:17.765190+00:00,,,,0,,12.04
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:17.766086+00:00,,,,1,,182.77
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:17.768248+00:00,,,,,53.14,28.84
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:17.770812+00:00,,,,,56.96,24.66
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:23.747771+00:00,-20.55,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:23.747973+00:00,-19.9,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:23.748122+00:00,,89.86,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:23.748303+00:00,,89.8,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:23.748459+00:00,,,4.77,,,7.15
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:23.748600+00:00,,,6.18,,,9.27
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:23.748732+00:00,,,,1,,169.11
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:23.748894+00:00,,,,0,,11.85
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:23.749016+00:00,,,,,62.97,13.35
